,bound,kl,tS,tT,time
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1158013418316841,9.665199279785156,0.08960149,0.085069925,189.6824986934662
data=moons-0_02-3-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.029579097405076,54.8450927734375,0.006310095,0.007941133,381.0354630947113
data=moons-0_02-3-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0993477702140808,25.077896118164062,0.06805395,0.07624537,390.2244620323181
data=moons-0_02-5-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0472424402832984,30.26739501953125,0.029530462,0.026515616,391.83395171165466
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1156166791915893,9.087730407714844,0.08972367,0.09041473,196.79435300827024
data=moons-0_02-5-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0170716699212789,56.66656494140625,0.0015695319,0.00075345766,393.62543654441833
data=moons-0_02-6-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0185476727783679,62.03326416015625,0.00095452386,0.00073742314,395.9680829048157
data=moons-0_02-0-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0336038470268249,105.42578125,0.0012371987,0.0030334615,305.19364380836487
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1049849167466163,16.962852478027344,0.07918894,0.10279463,201.13226413726807
data=moons-0_02-0-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0263197086751461,51.6253662109375,0.0060508098,0.0061914176,403.4530966281891
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0347682386636734,30.281005859375,0.01959996,0.019101286,203.1902980804444
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0226749088615179,45.108245849609375,0.0019760286,0.05939633,208.2889723777771
data=moons-0_02-3-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0285972449928522,106.7232666015625,0.004057223,0.0023286096,366.40514159202576
data=moons-0_02-0-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3024131953716278,11.63916015625,0.12389363,0.17747878,23.16975736618042
data=moons-0_02-0-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3753596842288971,11.536514282226562,0.11134103,0.12664284,25.52608609199524
data=moons-0_02-5-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=64/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0409271903336048,136.5911865234375,0.002954112,0.0014364361,426.4397234916687
data=moons-0_02-1-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0176411122083663,57.94769287109375,0.0013835746,0.0018553577,427.8575263023377
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1126331239938736,16.287002563476562,0.043157384,0.04742659,191.06261086463928
data=moons-0_02-6-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=64/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0440317802131176,135.685791015625,0.0030369097,0.0033539024,432.27486848831177
data=moons-0_02-2-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0218317322432994,55.27081298828125,0.0030651905,0.003001476,439.5447297096253
data=moons-0_02-1-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=64/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0489564910531044,125.3023681640625,0.0056491634,0.0057081776,443.324193239212
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=16/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0206837486475706,74.25030517578125,0.012666698,0.0039964993,233.15837574005127
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0154826296493411,55.34906005859375,0.0006687184,0.00058438565,240.8524670600891
data=moons-0_02-0-500/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.162271648645401,49.81890869140625,0.040065654,0.017593805,44.98106241226196
data=moons-0_02-0-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3573737144470215,12.278335571289062,0.09577117,0.10943674,57.485799074172974
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1168565303087234,9.692626953125,0.0920088,0.09500838,217.8274185657501
data=moons-0_02-0-500/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.175538033246994,41.271728515625,0.033251647,0.01256579,49.42403626441956
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1146482229232788,8.906715393066406,0.089921325,0.09095339,263.6977958679199
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=16/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0273272078484296,84.04010009765625,0.00071237277,0.000386905,247.09446358680725
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0193422902375459,59.80078125,0.0015441226,0.003074946,217.7631287574768
data=moons-0_02-0-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3788422644138336,11.260391235351562,0.11460931,0.12821192,61.71841764450073
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=16/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0413256250321865,57.89324951171875,0.007855963,0.05473895,217.33888030052185
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0845566540956497,30.213836669921875,0.034655504,0.04450654,228.11730694770813
data=moons-0_02-1-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3895374536514282,10.34284210205078,0.11745048,0.14647622,24.767919778823853
data=moons-0_02-1-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3654395639896393,11.9552001953125,0.12200147,0.113637134,27.10045623779297
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1164017990231514,8.604785919189453,0.09127069,0.094106495,246.5924344062805
data=moons-0_02-0-1000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1203857958316803,59.2249755859375,0.09292004,0.02242454,61.95186185836792
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0188319571316242,44.21929931640625,0.0021109919,0.006180231,251.40747928619385
data=moons-0_02-1-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3518992960453033,11.790557861328123,0.10459192,0.13249393,43.44363570213318
data=moons-0_02-9-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1103935912251472,17.06832504272461,0.08437366,0.08524657,197.06218147277832
data=moons-0_02-0-1000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1007126867771148,66.71795654296875,0.016517686,0.0115429275,74.9599711894989
data=moons-0_02-4-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0156267005950212,58.4739990234375,0.0009473664,0.00051012397,502.0256667137146
data=moons-0_02-1-500/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2436197400093078,39.6375732421875,0.04016588,0.008067173,50.25543785095215
data=moons-0_02-9-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1155639514327049,9.830764770507812,0.09018578,0.10692836,217.27366971969604
data=moons-0_02-1-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3448867201805115,11.798004150390623,0.090154335,0.11597055,63.06432604789734
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0396191477775573,33.40167236328125,0.015689816,0.016381986,309.4748106002808
data=moons-0_02-1-500/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1704978942871093,48.4122314453125,0.023123346,0.02832203,55.69954371452332
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0267602391541004,105.1280517578125,0.0008156211,0.002032039,383.7940821647644
data=moons-0_02-4-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0429521799087524,107.5816650390625,0.0013786284,0.00092527515,408.4890222549439
data=moons-0_02-5-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=16/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=5/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0232026148587465,90.3499755859375,0.0015988185,0.0011021108,517.7850093841553
data=moons-0_02-6-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=16/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=6/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0216865483671426,80.726318359375,0.001563323,0.0013581596,521.8532845973969
data=moons-0_02-2-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3916184604167938,11.325714111328123,0.10977396,0.119669385,23.95030188560486
data=moons-0_02-1-1000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1452095955610275,56.27191162109375,0.008009018,0.014467019,60.62456607818604
data=moons-0_02-2-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=64/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0483157485723495,130.7374267578125,0.015279029,0.002252407,524.6090176105499
data=moons-0_02-7-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=7/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1170661970973014,99.60791015625,0.0011227456,0.0032763153,320.57075238227844
data=moons-0_02-2-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.2812094092369079,11.765716552734377,0.11475095,0.14702705,28.593190908432007
data=moons-0_02-4-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=64/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=4/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0541771426796913,128.282470703125,0.0018579651,0.0053030117,533.6852467060089
data=moons-0_02-9-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1177533492445945,10.734504699707031,0.089397006,0.094164535,247.5038290023804
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=16/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0227748863399028,83.48406982421875,0.00034683643,0.004752058,288.7350616455078
data=moons-0_02-0-500/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=0/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1747811287641525,52.52178955078125,0.021315316,0.022650417,121.90260529518127
data=moons-0_02-9-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0178104508668184,56.959716796875,0.0011184076,0.0017124283,220.47459053993225
data=moons-0_02-3-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0169648677110672,57.803466796875,0.0014010118,0.00070571306,542.7106468677521
data=moons-0_02-2-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=exact/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3515247404575348,13.314468383789062,0.08574291,0.10318472,59.21488285064697
data=moons-0_02-2-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3548398017883301,12.265457153320312,0.107523054,0.119131096,45.56958079338074
data=moons-0_02-9-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=8/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0156642366200685,42.49481201171875,0.027706563,0.071866676,234.3609004020691
data=moons-0_02-9-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=4/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0348825566470623,29.786407470703125,0.025060039,0.014556325,238.8499779701233
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0304923206567764,100.4610595703125,0.0007293834,0.0037695765,239.7847893238068
data=moons-0_02-2-500/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1923059523105621,39.524505615234375,0.06788812,0.049722724,50.322948932647705
data=moons-0_02-3-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.4623439908027649,11.282302856445312,0.107297495,0.13242045,28.31503224372864
data=moons-0_02-3-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=64/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0451558195054531,133.1544189453125,0.0031713422,0.0024236706,556.1968605518341
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1168261095881462,7.976696014404297,0.09151089,0.09470088,321.7696192264557
data=moons-0_02-3-100/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=3/sigmoid_c=100/sto_prior=1.0/voter=stump,0.3632915019989013,12.214920043945312,0.13013642,0.13677225,30.497236728668213
data=moons-0_02-1-1000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1092876940965652,65.2767333984375,0.031588275,0.018132895,96.16720843315125
data=moons-0_02-9-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=2/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.115060955286026,9.635299682617188,0.09038623,0.096620925,262.73243522644043
data=moons-0_02-1-500/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=100/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.162471130490303,51.30523681640625,0.020544427,0.01554709,104.19578051567078
data=moons-0_02-2-500/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.1672649681568145,48.8568115234375,0.026623735,0.016848654,58.82203555107117
data=moons-0_02-1-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=10/multi=False/nb_per_attribute=64/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=1/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0451114736497402,135.113525390625,0.0036997406,0.008909695,571.3930752277374
data=moons-0_02-9-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=16/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=9/sigmoid_c=100/sto_prior=1.0/voter=stump,0.0564695373177528,76.246337890625,0.023515217,0.0005555015,228.6271171569824
data=moons-0_02-2-1000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=32/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=2/sigmoid_c=100/sto_prior=1.0/voter=stump,0.133092850446701,57.12164306640625,0.025900992,0.06797827,61.07696604728699
data=moons-0_02-8-5000/delta=0.05/epoch=2000/learner=bound-sto/max_depth=None/mc_draws=1/multi=False/nb_per_attribute=64/nb_tree=100/prior=0.5/rand_n=100/risk=MC/seed=8/sigmoid_c=100/sto_prior=1.0/voter=stump,0.089575245976448,130.7591552734375,0.0033586265,0.0017045382,322.9511649608612
